user_id,timestamp,merchant,category,amount,currency,amount_ils,transaction_type,is_anomaly
user_008,2024-07-07 19:31,ספוטיפיי,פנאי,55.03,ILS,55.03,תשלומים,0
user_013,2024-08-27 10:38,נטפליקס,פנאי,52.83,ILS,52.83,תשלומים,0
user_023,2024-01-01 16:15,סונול,דלק,111.8,ILS,111.8,רגילה,0
user_019,2024-07-17 16:11,טיב טעם,סופרמרקט,165.15,ILS,165.15,תשלומים,0
user_047,2024-12-22 15:07,Be,פארם,129.85,ILS,129.85,רגילה,0
user_028,2024-04-09 21:04,ויקטורי,סופרמרקט,326.08,ILS,326.08,רגילה,0
user_036,2024-11-28 21:38,חברת חשמל,אחר,122.03,ILS,122.03,רגילה,0
user_021,2024-06-07 15:12,דומינוס,מסעדות,92.1,ILS,92.1,תשלומים,0
user_003,2024-11-23 09:16,מקדונלד'ס,מסעדות,80.06,ILS,80.06,רגילה,0
user_020,2024-02-14 20:02,KSP,חשמל,1325.03,ILS,1325.03,רגילה,0
user_036,2024-11-13 03:32,חברת חשמל,אחר,2755.2,ILS,2755.2,רגילה,1
user_042,2024-11-14 19:14,Udemy,חינוך,207.54,ILS,207.54,רגילה,0
user_050,2024-08-06 17:28,רמי לוי,סופרמרקט,399.27,ILS,399.27,רגילה,0
user_005,2024-11-03 17:22,Be,פארם,238.61,ILS,238.61,רגילה,0
user_020,2024-05-19 19:34,Udemy,חינוך,315.69,ILS,315.69,רגילה,0
user_006,2024-11-24 11:23,סופר-פארם,פארם,149.02,ILS,149.02,רגילה,0
user_037,2024-08-25 19:35,נטפליקס,פנאי,58.26,ILS,58.26,תשלומים,0
user_006,2024-03-16 20:02,Udemy,חינוך,10.0,ILS,10.0,רגילה,0
user_009,2024-09-25 09:34,חברת חשמל,אחר,241.38,ILS,241.38,רגילה,0
user_032,2024-01-02 11:13,שופרסל,סופרמרקט,484.96,ILS,484.96,רגילה,0
user_050,2024-03-12 15:21,ביטוח,אחר,131.67,ILS,131.67,רגילה,0
user_040,2024-02-17 17:25,קפה גרג,מסעדות,213.45,ILS,213.45,רגילה,0
user_037,2024-01-26 08:46,סופר-פארם,פארם,148.32,ILS,148.32,רגילה,0
user_020,2024-08-28 21:48,מקדונלד'ס,מסעדות,184.64,ILS,184.64,תשלומים,0
user_022,2024-04-05 14:19,אוניברסיטה,חינוך,57.65,GBP,270.95,"עסקת חו""ל",0
user_006,2024-11-06 21:03,יס פלאנט,פנאי,21.1,GBP,99.17,"עסקת חו""ל",0
user_038,2024-05-09 08:55,KSP,חשמל,187.8,ILS,187.8,הוראת קבע,0
user_033,2024-02-10 20:40,טיב טעם,סופרמרקט,343.31,ILS,343.31,רגילה,0
user_048,2024-07-06 14:52,KSP,חשמל,1271.15,ILS,1271.15,רגילה,0
user_003,2024-11-06 19:53,קפה גרג,מסעדות,131.1,ILS,131.1,רגילה,0
user_045,2024-10-16 08:20,אוניברסיטה,חינוך,139.07,ILS,139.07,רגילה,0
user_036,2024-05-18 16:44,Gett,תחבורה,55.42,ILS,55.42,רגילה,0
user_037,2024-06-04 16:57,קפה גרג,מסעדות,85.24,ILS,85.24,רגילה,0
user_050,2024-12-25 01:35,פוקס,אופנה,1253.13,ILS,1253.13,תשלומים,1
user_040,2024-09-28 09:58,סונול,דלק,249.14,ILS,249.14,רגילה,0
user_025,2024-06-03 13:13,מקדונלד'ס,מסעדות,80.01,ILS,80.01,רגילה,0
user_027,2024-06-10 19:19,KSP,חשמל,287.41,EUR,1149.64,"עסקת חו""ל",0
user_050,2024-09-18 21:04,רמי לוי,סופרמרקט,299.02,ILS,299.02,הוראת קבע,0
user_016,2024-05-11 12:57,אוניברסיטה,חינוך,140.34,ILS,140.34,רגילה,0
user_035,2024-05-10 11:40,Be,פארם,158.85,ILS,158.85,רגילה,0
user_007,2024-09-10 09:26,חברת חשמל,אחר,117.78,ILS,117.78,תשלומים,0
user_050,2024-05-21 03:12,אוניברסיטה,חינוך,1494.57,ILS,1494.57,רגילה,1
user_039,2024-12-24 09:03,קפה גרג,מסעדות,178.23,ILS,178.23,רגילה,0
user_037,2024-08-27 13:38,נטפליקס,פנאי,89.92,ILS,89.92,רגילה,0
user_012,2024-07-01 20:03,דלק,דלק,203.25,ILS,203.25,רגילה,0
user_015,2024-05-20 08:55,מקדונלד'ס,מסעדות,22.81,GBP,107.21,"עסקת חו""ל",0
user_019,2024-05-13 19:18,סופר-פארם,פארם,96.14,ILS,96.14,רגילה,0
user_020,2024-12-07 10:19,רכבת ישראל,תחבורה,37.21,ILS,37.21,רגילה,0
user_040,2024-11-15 08:52,פוקס,אופנה,450.31,ILS,450.31,רגילה,0
user_007,2024-04-03 19:52,מחסני חשמל,חשמל,1100.54,ILS,1100.54,רגילה,0
user_033,2024-07-02 14:31,ויקטורי,סופרמרקט,341.26,ILS,341.26,רגילה,0
user_021,2024-10-26 15:08,סופר-פארם,פארם,72.67,ILS,72.67,רגילה,0
user_028,2024-08-13 19:54,Be,פארם,103.29,ILS,103.29,תשלומים,0
user_016,2024-08-12 22:54,רכבת ישראל,תחבורה,10.0,ILS,10.0,רגילה,0
user_001,2024-12-27 14:32,שופרסל,סופרמרקט,523.49,ILS,523.49,תשלומים,0
user_017,2024-06-10 12:34,רמי לוי,סופרמרקט,239.84,ILS,239.84,רגילה,0
user_013,2024-08-16 17:25,רכבת ישראל,תחבורה,21.47,ILS,21.47,רגילה,0
user_026,2024-11-07 15:35,Udemy,חינוך,485.62,ILS,485.62,תשלומים,0
user_015,2024-05-03 12:09,אייבורי,חשמל,284.13,ILS,284.13,רגילה,0
user_003,2024-03-16 13:22,Gett,תחבורה,79.52,ILS,79.52,רגילה,0
user_038,2024-07-21 13:20,חברת חשמל,אחר,34.68,USD,128.32,"עסקת חו""ל",0
user_044,2024-03-11 14:52,טיב טעם,סופרמרקט,156.33,ILS,156.33,תשלומים,0
user_029,2024-07-20 08:59,פז,דלק,152.1,ILS,152.1,רגילה,0
user_014,2024-04-28 15:48,נטפליקס,פנאי,84.12,ILS,84.12,רגילה,0
user_043,2024-08-27 09:38,חברת חשמל,אחר,146.26,ILS,146.26,תשלומים,0
user_031,2024-09-10 21:39,H&M,אופנה,267.99,ILS,267.99,רגילה,0
user_036,2024-11-03 20:04,Be,פארם,174.88,ILS,174.88,רגילה,0
user_013,2024-11-04 13:08,קפה גרג,מסעדות,108.02,ILS,108.02,רגילה,0
user_025,2024-04-25 13:03,יס פלאנט,פנאי,52.52,ILS,52.52,תשלומים,0
user_031,2024-06-14 11:44,ביטוח,אחר,114.79,ILS,114.79,הוראת קבע,0
user_002,2024-07-28 20:15,פז,דלק,205.22,ILS,205.22,רגילה,0
user_031,2024-11-16 13:41,Gett,תחבורה,32.84,ILS,32.84,רגילה,0
user_032,2024-06-21 19:47,פז,דלק,150.8,ILS,150.8,רגילה,0
user_014,2024-04-25 11:20,סונול,דלק,166.6,ILS,166.6,רגילה,0
user_002,2024-02-18 11:04,Udemy,חינוך,29.23,ILS,29.23,תשלומים,0
user_020,2024-03-07 09:15,סופר-פארם,פארם,63.99,ILS,63.99,רגילה,0
user_041,2024-09-05 16:57,מקדונלד'ס,מסעדות,156.6,ILS,156.6,רגילה,0
user_040,2024-10-02 19:04,Be,פארם,275.44,ILS,275.44,רגילה,0
user_007,2024-06-05 18:00,גולדה,מסעדות,160.68,ILS,160.68,רגילה,0
user_033,2024-10-11 10:13,מחסני חשמל,חשמל,566.73,ILS,566.73,רגילה,0
user_048,2024-01-21 16:08,Udemy,חינוך,207.23,ILS,207.23,רגילה,0
user_043,2024-03-20 05:17,רב-קו,תחבורה,55.56,GBP,261.13,"עסקת חו""ל",1
user_003,2024-02-13 20:18,Udemy,חינוך,112.75,ILS,112.75,תשלומים,0
user_032,2024-04-12 17:06,פז,דלק,67.85,EUR,271.4,"עסקת חו""ל",0
user_032,2024-10-17 09:26,סונול,דלק,230.32,ILS,230.32,הוראת קבע,0
user_015,2024-04-13 17:44,סונול,דלק,42.92,USD,158.8,"עסקת חו""ל",0
user_023,2024-10-08 16:27,רב-קו,תחבורה,73.06,ILS,73.06,רגילה,0
user_041,2024-11-10 17:15,קפה גרג,מסעדות,203.83,ILS,203.83,רגילה,0
user_009,2024-04-18 08:59,נטפליקס,פנאי,48.27,ILS,48.27,רגילה,0
user_048,2024-02-28 09:00,סופר-פארם,פארם,53.57,USD,198.21,"עסקת חו""ל",0
user_050,2024-02-24 15:31,סופר-פארם,פארם,190.56,ILS,190.56,רגילה,0
user_002,2024-12-10 16:19,מחסני חשמל,חשמל,442.23,ILS,442.23,רגילה,0
user_046,2024-08-07 15:29,סופר-פארם,פארם,143.42,ILS,143.42,רגילה,0
user_023,2024-10-20 08:58,מקדונלד'ס,מסעדות,145.76,ILS,145.76,רגילה,0
user_002,2024-06-09 13:42,זארה,אופנה,505.21,ILS,505.21,רגילה,0
user_048,2024-04-19 17:16,אייבורי,חשמל,176.16,GBP,827.95,"עסקת חו""ל",0
user_038,2024-10-03 08:59,עירייה,אחר,136.69,ILS,136.69,רגילה,0
user_046,2024-07-08 13:10,Gett,תחבורה,66.8,ILS,66.8,תשלומים,0
user_038,2024-01-14 02:28,קסטרו,אופנה,2535.34,ILS,2535.34,רגילה,1
user_012,2024-03-07 11:22,חברת חשמל,אחר,53.97,GBP,253.66,"עסקת חו""ל",0
user_008,2024-03-01 15:34,זארה,אופנה,159.35,ILS,159.35,תשלומים,0
user_012,2024-07-12 22:26,יס פלאנט,פנאי,69.58,ILS,69.58,רגילה,0
user_040,2024-02-20 19:51,ספוטיפיי,פנאי,49.35,ILS,49.35,רגילה,0
user_026,2024-08-09 10:12,רב-קו,תחבורה,37.14,ILS,37.14,רגילה,0
user_002,2024-12-25 19:46,חברת חשמל,אחר,85.28,ILS,85.28,רגילה,0
user_001,2024-12-05 14:32,ויקטורי,סופרמרקט,531.91,ILS,531.91,רגילה,0
user_006,2024-05-26 14:21,אוניברסיטה,חינוך,35.88,USD,132.76,"עסקת חו""ל",0
user_026,2024-05-01 20:20,נטפליקס,פנאי,47.69,ILS,47.69,תשלומים,0
user_011,2024-08-04 11:55,Gett,תחבורה,96.84,ILS,96.84,רגילה,0
user_050,2024-01-07 20:09,סופר-פארם,פארם,147.48,ILS,147.48,רגילה,0
user_020,2024-03-05 11:00,רמי לוי,סופרמרקט,94.13,USD,348.28,"עסקת חו""ל",0
user_049,2024-04-22 11:20,פז,דלק,177.56,ILS,177.56,רגילה,0
user_048,2024-09-28 14:16,KSP,חשמל,652.61,ILS,652.61,רגילה,0
user_031,2024-03-07 19:09,KSP,חשמל,173.4,ILS,173.4,רגילה,0
user_015,2024-09-26 22:43,Be,פארם,77.08,ILS,77.08,רגילה,0
user_004,2024-02-18 14:09,רב-קו,תחבורה,86.64,ILS,86.64,תשלומים,0
user_030,2024-11-26 14:57,חברת חשמל,אחר,158.64,ILS,158.64,רגילה,0
user_008,2024-03-21 12:51,פוקס,אופנה,307.96,ILS,307.96,רגילה,0
user_022,2024-03-21 09:10,דומינוס,מסעדות,85.24,ILS,85.24,רגילה,0
user_009,2024-04-02 11:28,גולדה,מסעדות,165.65,ILS,165.65,תשלומים,0
user_020,2024-04-28 13:38,דומינוס,מסעדות,16.98,ILS,16.98,רגילה,0
user_037,2024-12-18 22:52,רמי לוי,סופרמרקט,507.79,ILS,507.79,רגילה,0
user_016,2024-02-02 11:30,מחסני חשמל,חשמל,11.18,USD,41.37,"עסקת חו""ל",0
user_030,2024-11-13 16:59,גולדה,מסעדות,144.76,ILS,144.76,רגילה,0
user_033,2024-01-23 21:03,KSP,חשמל,1371.88,ILS,1371.88,רגילה,0
user_018,2024-04-25 15:24,גולדה,מסעדות,157.43,ILS,157.43,רגילה,0
user_002,2024-02-23 11:33,דומינוס,מסעדות,16.22,ILS,16.22,רגילה,0
user_005,2024-05-23 09:07,מקדונלד'ס,מסעדות,213.71,ILS,213.71,תשלומים,0
user_017,2024-08-17 17:21,פוקס,אופנה,72.06,GBP,338.68,"עסקת חו""ל",0
user_022,2024-04-16 18:43,גולדה,מסעדות,3.86,USD,14.28,"עסקת חו""ל",0
user_009,2024-03-19 09:04,מחסני חשמל,חשמל,1068.58,ILS,1068.58,רגילה,0
user_050,2024-04-19 13:25,מקדונלד'ס,מסעדות,135.79,ILS,135.79,רגילה,0
user_039,2024-03-14 17:57,נטפליקס,פנאי,47.91,ILS,47.91,רגילה,0
user_043,2024-10-02 18:14,מחסני חשמל,חשמל,1215.06,ILS,1215.06,רגילה,0
user_022,2024-01-13 14:40,סופר-פארם,פארם,201.03,ILS,201.03,רגילה,0
user_040,2024-09-10 12:05,אוניברסיטה,חינוך,265.36,ILS,265.36,רגילה,0
user_026,2024-07-20 08:21,סופר-פארם,פארם,163.06,ILS,163.06,רגילה,0
user_026,2024-01-15 08:32,אייבורי,חשמל,1653.97,ILS,1653.97,רגילה,0
user_044,2024-10-16 19:59,אייבורי,חשמל,746.89,ILS,746.89,רגילה,0
user_046,2024-04-02 09:06,גולדה,מסעדות,116.36,ILS,116.36,תשלומים,0
user_014,2024-02-25 09:12,חברת חשמל,אחר,176.42,ILS,176.42,רגילה,0
user_027,2024-08-02 11:09,טיב טעם,סופרמרקט,404.66,ILS,404.66,רגילה,0
user_009,2024-08-24 15:44,ויקטורי,סופרמרקט,389.71,ILS,389.71,הוראת קבע,0
user_022,2024-04-13 10:14,חברת חשמל,אחר,236.29,ILS,236.29,תשלומים,0
user_010,2024-12-08 14:03,קסטרו,אופנה,41.08,ILS,41.08,רגילה,0
user_016,2024-05-13 21:00,ביטוח,אחר,304.46,ILS,304.46,רגילה,0
user_029,2024-06-02 20:02,KSP,חשמל,302.25,EUR,1209.0,"עסקת חו""ל",0
user_028,2024-04-06 21:38,פוקס,אופנה,413.03,ILS,413.03,רגילה,0
user_042,2024-12-01 15:23,קפה גרג,מסעדות,193.63,ILS,193.63,הוראת קבע,0
user_020,2024-04-08 19:29,Udemy,חינוך,78.99,ILS,78.99,רגילה,0
user_031,2024-06-03 15:10,סופר-פארם,פארם,43.62,EUR,174.48,"עסקת חו""ל",0
user_040,2024-05-24 09:40,גולדה,מסעדות,113.73,ILS,113.73,תשלומים,0
user_030,2024-12-13 11:17,מקדונלד'ס,מסעדות,221.49,ILS,221.49,תשלומים,0
user_018,2024-02-08 10:14,סונול,דלק,194.22,ILS,194.22,הוראת קבע,0
user_008,2024-03-27 13:44,Gett,תחבורה,50.68,ILS,50.68,רגילה,0
user_050,2024-06-22 19:34,Udemy,חינוך,315.42,ILS,315.42,הוראת קבע,0
user_026,2024-10-23 19:13,פוקס,אופנה,164.08,ILS,164.08,רגילה,0
user_040,2024-08-14 20:29,נטפליקס,פנאי,29.03,ILS,29.03,תשלומים,0
user_015,2024-01-07 16:39,ביטוח,אחר,10.0,ILS,10.0,רגילה,0
user_015,2024-04-23 12:55,מקדונלד'ס,מסעדות,175.98,ILS,175.98,רגילה,0
user_021,2024-01-25 12:44,KSP,חשמל,1063.77,ILS,1063.77,רגילה,0
user_043,2024-06-24 09:46,אייבורי,חשמל,748.62,ILS,748.62,רגילה,0
user_045,2024-10-07 22:52,ביטוח,אחר,176.36,ILS,176.36,רגילה,0
user_032,2024-05-24 14:37,ספוטיפיי,פנאי,17.55,GBP,82.48,"עסקת חו""ל",0
user_049,2024-04-06 08:52,דלק,דלק,191.95,ILS,191.95,רגילה,0
user_016,2024-06-17 11:18,חברת חשמל,אחר,199.78,ILS,199.78,הוראת קבע,0
user_027,2024-12-03 19:27,טיב טעם,סופרמרקט,364.3,ILS,364.3,רגילה,0
user_019,2024-07-15 00:43,אייבורי,חשמל,9655.99,ILS,9655.99,רגילה,1
user_008,2024-12-18 16:16,דומינוס,מסעדות,165.59,ILS,165.59,רגילה,0
user_032,2024-09-12 02:33,יס פלאנט,פנאי,566.97,ILS,566.97,תשלומים,1
user_002,2024-07-13 08:18,סופר-פארם,פארם,238.25,ILS,238.25,רגילה,0
user_034,2024-11-14 13:07,אייבורי,חשמל,1690.77,ILS,1690.77,רגילה,0
user_019,2024-07-21 09:57,נטפליקס,פנאי,59.18,ILS,59.18,רגילה,0
user_005,2024-12-19 09:02,Udemy,חינוך,102.48,ILS,102.48,רגילה,0
user_038,2024-07-09 04:36,פוקס,אופנה,3471.12,ILS,3471.12,רגילה,1
user_023,2024-05-22 11:42,סונול,דלק,255.67,ILS,255.67,רגילה,0
user_022,2024-06-05 10:07,רב-קו,תחבורה,29.31,ILS,29.31,רגילה,0
user_020,2024-11-19 15:55,ביטוח,אחר,171.19,ILS,171.19,תשלומים,0
user_045,2024-09-04 11:28,חברת חשמל,אחר,288.74,ILS,288.74,רגילה,0
user_034,2024-08-01 14:19,טיב טעם,סופרמרקט,114.43,GBP,537.82,"עסקת חו""ל",0
user_042,2024-09-23 09:43,אייבורי,חשמל,431.94,ILS,431.94,רגילה,0
user_004,2024-12-24 14:51,סונול,דלק,233.93,ILS,233.93,תשלומים,0
user_009,2024-07-11 16:39,רכבת ישראל,תחבורה,38.95,ILS,38.95,רגילה,0
user_014,2024-11-24 09:44,יס פלאנט,פנאי,24.05,EUR,96.2,"עסקת חו""ל",0
user_022,2024-07-08 13:37,Udemy,חינוך,174.92,ILS,174.92,רגילה,0
user_018,2024-10-02 21:08,יס פלאנט,פנאי,73.32,ILS,73.32,תשלומים,0
user_038,2024-06-23 12:53,עירייה,אחר,57.79,ILS,57.79,תשלומים,0
user_011,2024-10-12 10:18,נטפליקס,פנאי,74.92,ILS,74.92,רגילה,0
user_002,2024-08-17 12:17,אייבורי,חשמל,421.3,ILS,421.3,הוראת קבע,0
user_037,2024-06-07 15:46,ספוטיפיי,פנאי,59.11,ILS,59.11,רגילה,0
user_015,2024-11-13 22:47,פז,דלק,197.02,ILS,197.02,תשלומים,0
user_039,2024-12-15 17:15,רכבת ישראל,תחבורה,80.87,ILS,80.87,רגילה,0
user_048,2024-09-02 16:47,ויקטורי,סופרמרקט,355.36,ILS,355.36,הוראת קבע,0
user_015,2024-06-03 01:02,סונול,דלק,2366.71,ILS,2366.71,רגילה,1
user_011,2024-08-28 13:03,סופר-פארם,פארם,33.31,GBP,156.56,"עסקת חו""ל",0
user_029,2024-11-13 12:29,רמי לוי,סופרמרקט,325.31,ILS,325.31,תשלומים,0
user_018,2024-10-09 17:35,KSP,חשמל,714.09,ILS,714.09,תשלומים,0
user_004,2024-04-27 20:40,Udemy,חינוך,257.84,ILS,257.84,רגילה,0
user_002,2024-08-21 15:01,דלק,דלק,219.15,ILS,219.15,תשלומים,0
user_044,2024-09-26 17:58,אייבורי,חשמל,169.92,ILS,169.92,רגילה,0
user_033,2024-07-01 16:51,רב-קו,תחבורה,33.35,ILS,33.35,רגילה,0
user_025,2024-12-03 13:57,סופר-פארם,פארם,37.34,USD,138.16,"עסקת חו""ל",0
user_029,2024-06-14 18:09,פז,דלק,58.26,EUR,233.04,"עסקת חו""ל",0
user_033,2024-09-12 09:16,H&M,אופנה,453.94,ILS,453.94,רגילה,0
user_005,2024-01-18 10:53,רכבת ישראל,תחבורה,12.32,USD,45.58,"עסקת חו""ל",0
user_040,2024-01-16 11:37,Be,פארם,161.12,ILS,161.12,תשלומים,0
user_046,2024-08-19 10:35,Udemy,חינוך,296.14,ILS,296.14,תשלומים,0
user_022,2024-05-16 04:26,רב-קו,תחבורה,471.05,ILS,471.05,תשלומים,1
user_003,2024-03-10 10:11,אייבורי,חשמל,730.47,ILS,730.47,רגילה,0
user_042,2024-01-03 10:56,ספוטיפיי,פנאי,61.51,ILS,61.51,רגילה,0
user_015,2024-11-03 18:07,Be,פארם,206.74,ILS,206.74,רגילה,0
user_040,2024-02-21 20:36,עירייה,אחר,91.45,ILS,91.45,רגילה,0
user_022,2024-12-04 20:40,רב-קו,תחבורה,7.51,USD,27.79,"עסקת חו""ל",0
user_009,2024-11-24 13:13,Be,פארם,245.14,ILS,245.14,רגילה,0
user_032,2024-01-02 21:50,רב-קו,תחבורה,37.24,ILS,37.24,רגילה,0
user_023,2024-02-24 09:22,חברת חשמל,אחר,52.69,ILS,52.69,הוראת קבע,0
user_022,2024-12-13 09:28,סופר-פארם,פארם,46.69,ILS,46.69,תשלומים,0
user_005,2024-05-27 10:37,אוניברסיטה,חינוך,171.78,ILS,171.78,רגילה,0
user_030,2024-08-19 19:07,שופרסל,סופרמרקט,339.64,ILS,339.64,רגילה,0
user_027,2024-02-20 20:15,אוניברסיטה,חינוך,122.3,ILS,122.3,רגילה,0
user_003,2024-11-26 15:42,רכבת ישראל,תחבורה,24.82,ILS,24.82,רגילה,0
user_005,2024-05-03 10:05,רכבת ישראל,תחבורה,75.15,ILS,75.15,רגילה,0
user_028,2024-01-08 16:54,טיב טעם,סופרמרקט,306.57,ILS,306.57,תשלומים,0
user_018,2024-08-15 09:55,סונול,דלק,186.0,ILS,186.0,רגילה,0
user_015,2024-10-10 15:22,יס פלאנט,פנאי,63.56,ILS,63.56,תשלומים,0
user_022,2024-09-11 12:20,פז,דלק,254.81,ILS,254.81,רגילה,0
user_014,2024-04-05 21:19,סופר-פארם,פארם,228.29,ILS,228.29,רגילה,0
user_012,2024-09-01 11:53,H&M,אופנה,10.0,ILS,10.0,רגילה,0
user_021,2024-01-15 12:59,רמי לוי,סופרמרקט,252.1,ILS,252.1,רגילה,0
user_018,2024-03-12 15:32,סונול,דלק,115.6,ILS,115.6,רגילה,0
user_044,2024-07-07 17:16,סופר-פארם,פארם,71.22,ILS,71.22,רגילה,0
user_044,2024-02-21 08:08,רב-קו,תחבורה,85.67,ILS,85.67,רגילה,0
user_037,2024-12-18 18:34,נטפליקס,פנאי,76.92,ILS,76.92,תשלומים,0
user_047,2024-02-09 11:18,פוקס,אופנה,74.71,GBP,351.14,"עסקת חו""ל",0
user_004,2024-02-15 11:44,סופר-פארם,פארם,136.76,ILS,136.76,רגילה,0
user_040,2024-04-06 19:56,קסטרו,אופנה,309.09,ILS,309.09,רגילה,0
user_010,2024-06-03 15:28,פז,דלק,236.03,ILS,236.03,תשלומים,0
user_022,2024-11-13 12:39,קפה גרג,מסעדות,131.31,ILS,131.31,רגילה,0
user_023,2024-03-05 11:54,אייבורי,חשמל,1115.45,ILS,1115.45,רגילה,0
user_015,2024-05-27 22:49,שופרסל,סופרמרקט,468.61,ILS,468.61,תשלומים,0
user_048,2024-11-24 22:27,דומינוס,מסעדות,116.18,ILS,116.18,רגילה,0
user_026,2024-08-01 22:03,רכבת ישראל,תחבורה,75.05,ILS,75.05,רגילה,0
user_006,2024-12-06 19:52,H&M,אופנה,479.02,ILS,479.02,רגילה,0
user_008,2024-07-13 15:20,מחסני חשמל,חשמל,1543.85,ILS,1543.85,רגילה,0
user_031,2024-02-18 20:10,ביטוח,אחר,48.26,EUR,193.04,"עסקת חו""ל",0
user_021,2024-04-20 16:51,Udemy,חינוך,23.87,EUR,95.48,"עסקת חו""ל",0
user_039,2024-05-19 19:24,שופרסל,סופרמרקט,484.94,ILS,484.94,תשלומים,0
user_004,2024-12-08 19:51,אייבורי,חשמל,636.08,ILS,636.08,רגילה,0
user_035,2024-05-13 17:53,אייבורי,חשמל,977.91,ILS,977.91,תשלומים,0
user_041,2024-11-09 14:05,חברת חשמל,אחר,132.15,ILS,132.15,הוראת קבע,0
user_032,2024-03-20 12:11,דלק,דלק,216.49,ILS,216.49,רגילה,0
user_005,2024-10-16 22:38,גולדה,מסעדות,125.83,ILS,125.83,רגילה,0
user_047,2024-07-25 19:34,אוניברסיטה,חינוך,144.71,ILS,144.71,רגילה,0
user_008,2024-10-21 16:11,חברת חשמל,אחר,129.99,ILS,129.99,רגילה,0
user_002,2024-08-20 19:49,פז,דלק,47.39,GBP,222.73,"עסקת חו""ל",0
user_032,2024-01-09 08:32,יס פלאנט,פנאי,70.84,ILS,70.84,רגילה,0
user_023,2024-06-19 01:07,Be,פארם,1924.4,ILS,1924.4,רגילה,1
user_041,2024-07-03 11:48,ספוטיפיי,פנאי,54.53,ILS,54.53,רגילה,0
user_045,2024-09-21 16:02,גולדה,מסעדות,136.43,ILS,136.43,רגילה,0
user_006,2024-05-14 11:23,טיב טעם,סופרמרקט,445.45,ILS,445.45,הוראת קבע,0
user_010,2024-01-13 15:07,KSP,חשמל,854.35,ILS,854.35,רגילה,0
user_006,2024-01-20 12:31,ביטוח,אחר,291.75,ILS,291.75,תשלומים,0
user_024,2024-09-14 21:13,ספוטיפיי,פנאי,69.14,ILS,69.14,רגילה,0
user_017,2024-01-28 16:09,דלק,דלק,200.81,ILS,200.81,רגילה,0
user_008,2024-06-05 22:33,סופר-פארם,פארם,122.39,ILS,122.39,רגילה,0
user_041,2024-10-10 21:56,אייבורי,חשמל,455.58,ILS,455.58,רגילה,0
user_016,2024-09-04 21:41,H&M,אופנה,129.76,ILS,129.76,רגילה,0
user_044,2024-02-21 12:17,דלק,דלק,211.68,ILS,211.68,תשלומים,0
user_018,2024-03-23 14:24,ביטוח,אחר,97.67,ILS,97.67,רגילה,0
user_021,2024-01-23 17:34,רכבת ישראל,תחבורה,69.76,ILS,69.76,רגילה,0
user_049,2024-02-25 08:21,נטפליקס,פנאי,56.73,ILS,56.73,רגילה,0
user_024,2024-08-26 21:33,סופר-פארם,פארם,43.91,USD,162.47,"עסקת חו""ל",0
user_014,2024-03-09 18:43,רמי לוי,סופרמרקט,632.37,ILS,632.37,רגילה,0
user_050,2024-06-26 16:56,פז,דלק,168.4,ILS,168.4,רגילה,0
user_012,2024-07-27 19:48,דומינוס,מסעדות,116.25,ILS,116.25,רגילה,0
user_043,2024-07-21 18:50,סונול,דלק,224.54,ILS,224.54,רגילה,0
user_015,2024-04-14 08:42,פז,דלק,174.45,ILS,174.45,רגילה,0
user_001,2024-11-25 08:51,סונול,דלק,220.19,ILS,220.19,רגילה,0
user_003,2024-05-26 17:17,פז,דלק,185.89,ILS,185.89,רגילה,0
user_042,2024-04-11 18:08,ספוטיפיי,פנאי,52.08,ILS,52.08,רגילה,0
user_039,2024-10-06 19:42,Gett,תחבורה,63.38,ILS,63.38,תשלומים,0
user_013,2024-07-02 16:44,אייבורי,חשמל,136.22,USD,504.01,"עסקת חו""ל",0
user_003,2024-11-09 15:03,ביטוח,אחר,147.76,ILS,147.76,רגילה,0
user_028,2024-08-17 10:11,יס פלאנט,פנאי,79.57,ILS,79.57,רגילה,0
user_022,2024-06-19 17:19,רכבת ישראל,תחבורה,32.01,ILS,32.01,רגילה,0
user_050,2024-12-11 20:26,מקדונלד'ס,מסעדות,110.17,ILS,110.17,תשלומים,0
user_039,2024-11-19 09:59,KSP,חשמל,1176.69,ILS,1176.69,רגילה,0
user_014,2024-08-26 18:30,רמי לוי,סופרמרקט,55.51,EUR,222.04,"עסקת חו""ל",0
user_012,2024-10-13 08:00,סופר-פארם,פארם,181.09,ILS,181.09,רגילה,0
user_032,2024-05-17 21:43,שופרסל,סופרמרקט,133.33,ILS,133.33,רגילה,0
user_019,2024-04-28 19:31,פוקס,אופנה,380.61,ILS,380.61,תשלומים,0
user_030,2024-05-20 13:49,זארה,אופנה,450.61,ILS,450.61,רגילה,0
user_035,2024-02-18 14:40,יס פלאנט,פנאי,50.83,ILS,50.83,הוראת קבע,0
user_032,2024-04-15 20:35,ביטוח,אחר,151.49,ILS,151.49,רגילה,0
user_010,2024-08-27 19:51,יס פלאנט,פנאי,57.69,ILS,57.69,תשלומים,0
user_027,2024-05-25 08:47,מחסני חשמל,חשמל,664.47,ILS,664.47,רגילה,0
user_015,2024-10-09 12:24,H&M,אופנה,124.9,ILS,124.9,רגילה,0
user_029,2024-02-21 22:37,קפה גרג,מסעדות,47.15,ILS,47.15,רגילה,0
user_034,2024-01-09 19:33,H&M,אופנה,177.2,ILS,177.2,תשלומים,0
